Title,Authors,Year,Source title,Cited by,Link,Document Type,Reg_or_Class,author_outcome,Type_of_NN,SJR_best_quartile,SJR_4_areas,sample_size,num_predictors,num_hidden_layers,hidden_layer_1,hidden_layer_2,hidden_layer_3,hidden_layer_4,hidden_layer_5,NN_complexity,RMSE_NN,RMSE_GAM,R2_NN,R2_GAM,AUC_NN,AUC_GAM
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752,0.759
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923,0.912
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.83
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.858,0.852
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819,0.825
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.863
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.859,0.818
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.823
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963,0.96
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.779,0.744
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,0.723
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824,0.826
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808,0.797
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912,0.914
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909,0.919
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718,0.745
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914,0.911
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,0.827
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863,0.859
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.738
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853,0.857
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.832,0.806
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931,0.923
Predicting range shifts of northern bird species: Influence of modelling technique and topography,Virkkala R.; Marmion M.; Heikkinen R.K.; Thuiller W.; Luoto M.,2010,Acta Oecologica,59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950368591&doi=10.1016%2fj.actao.2010.01.006&partnerID=40&md5=048a852b288413eff3a19f86220a932a,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,2655,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917,0.922
Evaluation of spatial predictions of site index obtained by parametric and nonparametric methods - A case study of lodgepole pine productivity,Wang Y.; Raulier F.; Ung C.-H.,2005,Forest Ecology and Management,32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21444439924&doi=10.1016%2fj.foreco.2005.04.025&partnerID=40&md5=7b40a23bccf6bf53f91e1adc9db94a75,Article,Reg,GAM,MLP,Q1,Environmental & Agricultural Sciences,88,9,1,5,NA,NA,NA,NA,6,5.966573556,6.92820323,0.46,0.28,NA,NA
Evidence of a trans-kingdom plant disease complex between a fungus and plant-parasitic nematodes,Wheeler D.L.; Scott J.; Sung Dung J.K.; Johnson D.A.,2019,PLoS ONE,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061545262&doi=10.1371%2fjournal.pone.0211508&partnerID=40&md5=776108de265bd6473385676a450cb481,Article,Reg,Both,MLP,Q1,Multidisciplinary & Other,96,4,NA,NA,NA,NA,NA,NA,NA,1.16,1.23,0.46,0.4,NA,NA
A comparative study of different classification techniques for marine oil spill identification using RADARSAT-1 imagery,Xu L.; Li J.; Brenning A.,2014,Remote Sensing of Environment,143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887587607&doi=10.1016%2fj.rse.2013.10.012&partnerID=40&md5=3b0c796eed4d767bdd1fa0ff518aef38,Article,Class,GAM,MLP,Q1,Environmental & Agricultural Sciences,192,15,1,40,NA,NA,NA,NA,41,NA,NA,NA,NA,0.8541,0.8714
Prediction of Oncomelania hupensis distribution in association with climate change using machine learning models,Xu N.; Zhang Y.; Du C.; Song J.; Huang J.; Gong Y.; Jiang H.; Tong Y.; Yin J.; Wang J.; Jiang F.; Chen Y.; Jiang Q.; Dong Y.; Zhou Y.,2023,Parasites and Vectors,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174817433&doi=10.1186%2fs13071-023-05952-5&partnerID=40&md5=18484da8e8eb4a0d3de7a9a2814c1ff0,Article,Class,unclear,MLP,Q1,Health & Biomedical Sciences,546,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969,0.973
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,NN,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.305,NA,NA
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,NN,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.212,NA,NA
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,GAM,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.713,NA,NA
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,GAM,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.354,0.37,NA,NA
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,NN,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.554,NA,NA
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,NN,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.24,NA,NA
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,GAM,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.58,NA,NA
Comparison between different modeling techniques for assessing the role of environmental variables in predicting the catches of major pelagic fishes off India’s north-west coast,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2022,Indian Journal of Geo-Marine Sciences,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140235790&partnerID=40&md5=a75ad47f6bb7746a12270ca2391a9544,Article,Reg,GAM,MLP,Q4,Environmental & Agricultural Sciences,66,4,1,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.671,NA,NA
Use of different modeling approach for sensitivity analysis in predicting the Catch per Unit Effort (CPUE) of fish,Yadav V.K.; Jahageerdar S.; Adinarayana J.,2020,Indian Journal of Geo-Marine Sciences,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098579379&partnerID=40&md5=d4c80f38435f3384e9a4ed674b5d1be3,Article,Reg,NN,MLP,Q4,Environmental & Agricultural Sciences,138,5,1,8,NA,NA,NA,NA,9,0.042426407,0.050990195,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.2,2.38,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.01,1.54,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.36,3.05,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.05,1.56,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.14,1.68,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.15,2.65,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.2,1.69,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.72,2.85,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.41,1.88,NA,NA,NA,NA
Evaluation of recent computational approaches in short-term traffic forecasting,Yang H.; Dillon T.S.; Chen Y.-P.P.,2015,IFIP Advances in Information and Communication Technology,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945978163&doi=10.1007%2f978-3-319-25261-2_10&partnerID=40&md5=ce8a740a605ed618de67e9dc6afa368d,Conference paper,Reg,NN,MLP,Q3,Engineering & Computer Science,1444,2,1,NA,NA,NA,NA,NA,NA,1.53,2.03,NA,NA,NA,NA
Predicting Individual Tree Mortality of Larix gmelinii var. Principis-rupprechtii in Temperate Forests Using Machine Learning Methods,Yang Z.; Duan G.; Sharma R.P.; Peng W.; Zhou L.; Fan Y.; Zhang M.,2024,Forests,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185720866&doi=10.3390%2ff15020374&partnerID=40&md5=1c947e4aee273607a6189c4b2ad2cc03,Article,Class,Both,MLP,Q1,Environmental & Agricultural Sciences,2407,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894,0.961
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Class,unclear,GAMI-Net,Q1,Engineering & Computer Science,45211,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9189,0.9153
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Reg,unclear,MLP,Q1,Engineering & Computer Science,17379,12,2,40,20,NA,NA,NA,841,43.35,100.22,NA,NA,NA,NA
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Reg,unclear,GAMI-Net,Q1,Engineering & Computer Science,500,7,NA,NA,NA,NA,NA,NA,NA,0.4992,0.4971,NA,NA,NA,NA
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Reg,unclear,GAMI-Net,Q1,Engineering & Computer Science,576,11,NA,NA,NA,NA,NA,NA,NA,0.7284,0.7923,NA,NA,NA,NA
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Reg,GAM,GAMI-Net,Q1,Engineering & Computer Science,662,3,NA,NA,NA,NA,NA,NA,NA,24320,24290,NA,NA,NA,NA
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Reg,unclear,GAMI-Net,Q1,Engineering & Computer Science,731,11,NA,NA,NA,NA,NA,NA,NA,688,710,NA,NA,NA,NA
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Reg,NN,GAMI-Net,Q1,Engineering & Computer Science,1000,4,NA,NA,NA,NA,NA,NA,NA,1.566,1.568,NA,NA,NA,NA
GAMI-Net: An explainable neural network based on generalized additive models with structured interactions,Yang Z.; Zhang A.; Sudjianto A.,2021,Pattern Recognition,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111288846&doi=10.1016%2fj.patcog.2021.108192&partnerID=40&md5=abfca188ad4f9670ac535495b24754fa,Article,Reg,GAM,GAMI-Net,Q1,Engineering & Computer Science,1049,15,NA,NA,NA,NA,NA,NA,NA,0.2197,0.2114,NA,NA,NA,NA
